carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
0.24,3,62.9,59.0,492,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36,3,62.4,55.0,631,1,0,0,0,0,0,0,1,0,0,0,0,0
1.73,3,60.9,59.0,11554,0,0,0,0,1,0,0,1,0,0,0,0,0
0.51,5,62.2,55.0,1781,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,2,63.7,55.0,2724,0,1,0,0,0,0,0,0,0,1,0,0,0
0.29,5,62.2,54.0,507,0,0,1,0,0,0,0,0,0,1,0,0,0
1.2,5,61.2,59.0,7072,0,0,0,1,0,0,0,0,0,0,1,0,0
1.2,5,62.2,54.0,4106,0,0,0,0,0,1,0,0,0,0,1,0,0
0.95,3,61.0,61.0,3544,0,0,0,0,1,0,0,1,0,0,0,0,0
0.84,1,65.1,57.0,2359,0,0,0,0,1,0,0,0,0,0,1,0,0
0.91,2,64.1,60.0,4744,0,0,1,0,0,0,0,0,0,1,0,0,0
2.3,5,61.6,57.0,15433,0,0,1,0,0,0,0,0,1,0,0,0,0
1.1,4,61.2,61.0,4725,0,0,0,0,1,0,0,1,0,0,0,0,0
1.51,2,62.8,60.0,7929,0,0,0,1,0,0,0,0,1,0,0,0,0
0.77,4,60.7,58.0,2563,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,5,62.1,56.0,1048,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,5,62.5,54.0,7223,0,0,1,0,0,0,0,0,0,1,0,0,0
1.26,5,62.6,57.0,6597,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,4,60.4,60.0,2596,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,4,61.7,58.0,720,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3,4,61.4,59.0,814,1,0,0,0,0,0,0,0,0,1,0,0,0
0.32,5,61.4,55.0,461,0,0,1,0,0,0,0,1,0,0,0,0,0
0.85,3,60.2,60.0,3871,1,0,0,0,0,0,0,0,0,0,1,0,0
1.37,4,59.6,60.0,6495,0,0,1,0,0,0,0,0,1,0,0,0,0
1.12,5,61.3,55.0,4990,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3,5,62.0,56.0,947,0,1,0,0,0,0,1,0,0,0,0,0,0
0.41,5,61.3,56.0,1076,0,0,1,0,0,0,0,0,0,0,0,0,1
0.33,4,61.6,57.0,797,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,2,63.9,59.0,6968,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,5,61.0,55.0,1131,1,0,0,0,0,0,0,0,0,0,0,0,1
1.07,4,59.8,58.0,5177,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,4,61.74514655500572,59.0,990,0,0,1,0,0,0,0,0,0,0,1,0,0
0.59,5,61.4,55.0,1783,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,5,61.1,57.0,4751,1,0,0,0,0,0,0,0,1,0,0,0,0
0.42,5,62.1,55.0,743,1,0,0,0,0,0,0,1,0,0,0,0,0
0.99,1,58.0,67.0,2949,0,0,0,0,0,1,0,1,0,0,0,0,0
0.53,5,61.0,57.0,2269,0,1,0,0,0,0,0,0,0,0,0,0,1
1.7,5,62.2,56.0,9276,0,0,0,0,0,1,0,0,0,0,1,0,0
0.75,4,62.8,56.0,2698,1,0,0,0,0,0,0,1,0,0,0,0,0
1.29,3,63.6,57.0,5771,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,5,62.1,57.0,4523,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4,61.1,59.0,737,0,1,0,0,0,0,0,0,0,0,0,0,1
0.38,5,61.7,55.0,993,0,0,1,0,0,0,0,0,0,0,0,1,0
0.34,5,62.2,56.0,956,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,5,62.2,55.0,5166,0,0,1,0,0,0,0,1,0,0,0,0,0
1.02,4,61.1,58.0,5255,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,1,57.1,62.0,2553,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,4,62.3,58.0,2052,0,1,0,0,0,0,0,0,0,0,0,0,1
0.38,5,61.74514655500572,53.0,1096,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5,5,62.0,55.0,1624,0,0,1,0,0,0,0,0,0,1,0,0,0
0.57,5,61.8,56.0,2739,1,0,0,0,0,0,0,0,0,0,0,1,0
0.31,5,61.7,55.0,424,0,0,0,0,1,0,0,0,0,1,0,0,0
1.03,4,60.6,60.0,5076,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,3,61.3,59.0,4269,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,5,62.4,55.0,1882,0,0,0,0,0,0,0,0,0,0,1,0,0
0.54,5,61.6,56.0,1639,0,0,0,1,0,0,0,0,0,0,0,0,1
1.59,2,63.6,57.0,9100,0,1,0,0,0,0,0,0,1,0,0,0,0
1.6,5,62.0,55.0,9376,0,0,0,0,1,0,0,1,0,0,0,0,0
0.64,5,61.8,55.0,1880,0,0,0,1,0,0,0,1,0,0,0,0,0
0.51,5,62.5,55.0,1781,1,0,0,0,0,0,0,0,0,0,1,0,0
0.75,2,64.4,59.0,2953,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3,5,61.7,57.0,1041,0,1,0,0,0,0,0,0,0,0,0,1,0
1.02,3,62.6,56.0,4084,0,0,0,0,1,0,0,0,1,0,0,0,0
1.5,5,59.4,60.0,8555,0,0,0,0,1,0,0,1,0,0,0,0,0
0.82,5,61.6,56.0,3071,0,0,0,0,1,0,0,0,0,1,0,0,0
0.81,5,62.2,57.0,2894,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,3,61.8,58.0,1977,0,0,0,0,1,0,0,0,1,0,0,0,0
1.16,3,59.6,59.0,4455,0,0,0,1,0,0,0,0,1,0,0,0,0
0.41,3,62.3,61.0,638,0,0,0,0,0,0,0,0,1,0,0,0,0
1.82,4,62.0,59.0,14949,0,0,0,1,0,0,0,1,0,0,0,0,0
0.33,5,61.4,56.0,891,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3,3,61.0,60.0,552,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,1,66.4,57.0,2396,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,4,61.9,60.0,961,0,0,1,0,0,0,0,0,0,1,0,0,0
1.03,3,62.8,54.1,8089,0,1,0,0,0,0,0,0,0,1,0,0,0
0.34,5,62.0,56.0,626,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,3,61.1,63.0,4068,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,5,60.2,57.0,1052,1,0,0,0,0,0,0,0,0,0,0,1,0
0.33,5,62.2,56.0,694,0,0,0,0,1,0,1,0,0,0,0,0,0
0.35,5,61.4,55.0,906,0,1,0,0,0,0,0,0,0,0,1,0,0
1.18,4,61.0,58.0,7881,0,0,1,0,0,0,0,0,0,0,0,0,1
1.0,5,62.1,56.0,6720,1,0,0,0,0,0,0,0,0,0,1,0,0
0.61,5,62.0,54.0,1368,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5,61.5,54.0,1356,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,3,61.9,63.0,2375,1,0,0,0,0,0,0,0,1,0,0,0,0
1.22,5,60.1,57.0,9954,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,3,59.2,58.0,995,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,4,61.7,58.0,6533,0,1,0,0,0,0,0,0,0,0,1,0,0
1.09,5,62.1,55.0,5376,0,0,0,1,0,0,0,1,0,0,0,0,0
0.33,5,62.1,54.0,1002,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,4,63.0,58.0,3473,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,4,60.5,58.0,2753,1,0,0,0,0,0,0,1,0,0,0,0,0
1.03,5,62.0,55.0,4095,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,5,61.3,55.0,2817,1,0,0,0,0,0,0,1,0,0,0,0,0
0.52,5,62.4,55.0,1695,0,0,0,1,0,0,0,0,0,0,0,1,0
1.59,5,62.6,55.0,15823,0,0,1,0,0,0,0,0,0,0,0,0,1
1.2,5,61.1,56.0,10454,0,0,1,0,0,0,0,0,0,0,0,0,1
0.5,3,63.0,58.0,1386,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,5,62.0,55.0,5239,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,3,60.3,58.0,4095,0,0,0,0,0,0,0,0,0,1,0,0,0
1.18,2,59.7,61.0,5871,0,0,0,0,0,0,0,0,1,0,0,0,0
1.25,4,59.3,57.0,7560,0,0,0,1,0,0,0,0,0,1,0,0,0
2.12,3,62.3,61.0,12030,0,0,0,0,0,1,0,0,1,0,0,0,0
0.43,4,61.1,58.0,919,0,0,0,0,0,0,0,0,1,0,0,0,0
0.34,3,62.5,59.0,477,1,0,0,0,0,0,0,0,1,0,0,0,0
0.28,5,62.4,56.0,828,1,0,0,0,0,0,0,0,0,0,0,0,1
1.2,4,60.0,58.0,4989,0,0,0,0,1,0,0,0,1,0,0,0,0
0.41,5,61.5,57.0,1269,0,0,1,0,0,0,1,0,0,0,0,0,0
0.26,5,60.3,56.0,733,0,1,0,0,0,0,0,0,0,0,0,1,0
1.55,4,61.3,61.0,11708,0,0,0,1,0,0,0,0,0,0,1,0,0
0.61,4,61.2,62.0,1704,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,3,62.1,59.0,789,1,0,0,0,0,0,0,0,0,0,1,0,0
0.35,5,62.3,57.0,630,0,0,0,1,0,0,0,1,0,0,0,0,0
1.2,4,61.74514655500572,56.0,4872,0,0,0,0,1,0,0,1,0,0,0,0,0
1.51,3,63.2,56.0,13757,1,0,0,0,0,0,0,0,0,0,1,0,0
1.02,3,61.4,58.0,4137,0,0,0,0,0,1,0,1,0,0,0,0,0
0.73,5,62.5,58.0,2752,0,0,0,1,0,0,0,0,0,0,1,0,0
2.01,3,60.6,62.0,16582,0,0,0,1,0,0,0,1,0,0,0,0,0
0.74,1,66.0,56.0,2069,1,0,0,0,0,0,0,1,0,0,0,0,0
1.04,2,63.8,58.0,5766,1,0,0,0,0,0,0,1,0,0,0,0,0
0.8,5,62.2,57.0,3584,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,5,62.7,57.0,1153,1,0,0,0,0,0,0,0,0,1,0,0,0
0.31,5,61.5,55.0,789,0,0,1,0,0,0,0,0,0,0,0,1,0
0.92,5,62.8,56.0,4232,0,1,0,0,0,0,0,1,0,0,0,0,0
0.73,4,62.7,58.0,2703,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,3,61.74514655500572,59.0,642,0,0,1,0,0,0,0,0,0,0,0,1,0
1.01,4,60.7,58.0,3790,0,0,0,1,0,0,0,0,1,0,0,0,0
0.52,4,61.6,58.0,1793,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,5,62.2,56.0,6349,0,0,1,0,0,0,0,0,0,1,0,0,0
1.2,5,58.6,57.0,3763,0,0,0,1,0,0,0,0,0,0,0,0,0
0.55,5,61.3,57.0,1792,0,0,1,0,0,0,0,0,0,1,0,0,0
0.52,5,61.8,57.0,1146,1,0,0,0,0,0,0,0,1,0,0,0,0
0.38,5,61.6,57.0,1067,0,0,1,0,0,0,0,0,0,0,0,1,0
0.56,5,60.8,57.0,1929,0,0,0,1,0,0,0,0,0,0,0,1,0
0.41,4,62.7,58.0,1076,0,1,0,0,0,0,0,0,0,1,0,0,0
0.41,3,63.1,59.0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0
0.36,5,60.7,59.0,775,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,2,61.8,61.0,652,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,4,62.0,60.0,1807,0,0,0,0,0,0,0,0,0,0,1,0,0
1.11,4,62.8,61.0,5315,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,4,61.4,58.0,756,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1,2,63.3,56.0,4065,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,4,62.4,59.0,1675,1,0,0,0,0,0,0,0,0,1,0,0,0
0.27,5,61.8,53.0,583,0,1,0,0,0,0,0,0,0,0,1,0,0
0.8,5,61.6,57.0,4140,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,5,60.9,57.0,943,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,2,63.7,55.0,776,0,0,0,1,0,0,0,0,0,0,0,0,1
1.03,5,61.7,55.0,5491,1,0,0,0,0,0,0,0,1,0,0,0,0
0.41,5,61.4,57.0,1221,1,0,0,0,0,0,0,0,0,0,0,1,0
0.5,5,62.1,55.0,1731,0,1,0,0,0,0,0,0,0,1,0,0,0
0.66,5,61.2,57.0,2732,0,1,0,0,0,0,0,0,0,0,0,0,1
0.37,4,62.7,58.0,746,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7,5,62.8,53.4,3618,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,5,62.1,56.0,776,0,0,0,1,0,0,0,0,0,0,0,0,1
0.42,5,59.7,56.0,1369,1,0,0,0,0,0,0,0,0,0,0,1,0
1.03,3,63.7,56.0,4580,0,0,0,0,0,0,0,0,1,0,0,0,0
2.31,4,62.9,58.0,17218,0,0,0,0,1,0,0,0,1,0,0,0,0
0.71,2,63.8,56.0,1960,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,5,61.3,58.0,1020,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,3,62.3,60.0,850,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,3,62.4,57.0,666,0,1,0,0,0,0,0,0,0,0,1,0,0
0.95,4,62.6,58.0,4150,0,0,1,0,0,0,0,1,0,0,0,0,0
1.16,4,62.6,58.0,4969,0,0,1,0,0,0,0,0,1,0,0,0,0
1.7,5,62.3,56.0,18055,0,1,0,0,0,0,0,0,0,0,1,0,0
0.55,4,60.8,58.0,1698,1,0,0,0,0,0,0,1,0,0,0,0,0
0.38,2,61.74514655500572,57.0,547,0,0,0,1,0,0,0,0,1,0,0,0,0
0.91,5,62.6,57.0,3772,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,4,61.5,58.0,6720,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,5,60.8,56.0,1154,1,0,0,0,0,0,0,0,0,1,0,0,0
0.54,4,60.4,58.0,1555,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,4,61.5,60.0,1191,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3,1,64.4,58.0,819,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,4,60.2,57.0,720,0,0,1,0,0,0,0,0,0,0,1,0,0
0.51,5,61.6,54.0,988,0,0,0,0,0,1,0,0,0,1,0,0,0
0.76,4,60.6,60.0,4150,0,1,0,0,0,0,1,0,0,0,0,0,0
0.75,4,59.2,58.0,3024,0,0,0,0,0,0,0,1,0,0,0,0,0
1.27,4,62.8,58.0,4011,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3,3,62.8,59.0,710,0,0,0,0,0,0,0,0,0,0,1,0,0
0.79,1,65.3,76.0,2362,0,0,1,0,0,0,0,1,0,0,0,0,0
0.48,5,61.9,55.0,1615,0,0,1,0,0,0,0,0,0,1,0,0,0
1.2,3,61.5,58.0,5884,0,0,0,1,0,0,0,0,1,0,0,0,0
0.33,5,62.8,54.0,743,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,4,61.1,59.0,544,0,0,0,1,0,0,0,0,0,1,0,0,0
0.36,3,62.9,56.0,631,1,0,0,0,0,0,0,0,0,0,1,0,0
1.42,5,62.9,57.0,6069,0,0,0,0,1,0,0,0,0,0,1,0,0
0.35,5,62.0,56.0,1044,1,0,0,0,0,0,0,0,0,0,0,1,0
0.4,3,63.5,55.0,882,0,0,0,0,1,0,0,0,0,1,0,0,0
1.53,4,61.5,59.0,8911,0,0,0,0,1,0,0,1,0,0,0,0,0
1.24,4,61.4,58.0,5889,0,1,0,0,0,0,0,0,1,0,0,0,0
1.66,3,61.4,58.0,16294,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,4,60.1,59.0,3326,0,0,1,0,0,0,0,1,0,0,0,0,0
0.45,5,61.7,59.0,1013,0,0,0,0,1,0,0,0,0,0,1,0,0
0.51,4,61.1,59.0,1227,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,3,59.3,61.0,5987,0,0,0,0,0,0,0,1,0,0,0,0,0
0.78,3,62.2,56.0,3668,0,0,0,0,0,0,0,0,0,0,1,0,0
0.78,5,61.9,56.0,3763,0,0,0,0,0,0,0,0,0,0,1,0,0
1.5,3,63.2,58.0,18552,0,1,0,0,0,0,1,0,0,0,0,0,0
2.02,3,59.8,59.9,12598,0,0,0,0,0,1,0,1,0,0,0,0,0
1.51,4,61.1,60.0,12261,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,3,62.9,56.0,544,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,5,61.8,55.0,477,0,0,0,0,0,0,0,0,1,0,0,0,0
1.02,4,61.7,58.0,4113,0,0,0,0,1,0,0,1,0,0,0,0,0
1.12,3,63.1,56.0,4576,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,4,61.7,58.0,526,0,0,0,0,1,0,0,0,0,0,0,0,1
0.3,3,63.4,57.0,540,0,0,0,1,0,0,0,1,0,0,0,0,0
1.16,5,61.3,57.0,9432,0,1,0,0,0,0,0,0,0,0,1,0,0
0.35,5,61.6,55.0,827,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,4,59.9,60.0,1435,0,0,1,0,0,0,0,0,0,0,1,0,0
0.83,4,62.5,59.0,2825,0,0,0,1,0,0,0,1,0,0,0,0,0
1.05,3,63.4,57.0,4969,0,0,0,1,0,0,0,0,0,1,0,0,0
0.69,3,62.6,59.6,1951,0,1,0,0,0,0,0,1,0,0,0,0,0
0.59,3,63.2,57.0,1948,0,0,0,0,0,0,0,0,0,0,1,0,0
0.62,2,58.9,64.0,2288,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3,61.6,56.0,7504,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,4,61.0,59.0,2423,0,1,0,0,0,0,0,1,0,0,0,0,0
1.19,5,62.1,56.0,5937,0,1,0,0,0,0,0,1,0,0,0,0,0
1.51,4,60.4,59.0,14247,0,1,0,0,0,0,0,0,0,0,1,0,0
1.3,5,61.8,56.0,9242,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4,59.6,60.0,477,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,3,63.5,60.0,6300,1,0,0,0,0,0,0,0,1,0,0,0,0
0.53,4,62.1,58.0,1395,1,0,0,0,0,0,0,1,0,0,0,0,0
0.36,2,63.4,57.0,663,0,0,0,0,0,0,0,1,0,0,0,0,0
1.09,5,62.0,56.0,5665,0,1,0,0,0,0,0,1,0,0,0,0,0
0.91,3,62.3,59.0,4914,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,2,63.9,58.0,3546,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,3,63.8,59.0,1807,0,0,0,1,0,0,0,0,1,0,0,0,0
0.31,3,63.5,55.0,732,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,4,59.1,59.0,2042,0,0,1,0,0,0,0,1,0,0,0,0,0
1.25,3,61.4,59.0,6399,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,5,60.0,56.0,1600,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,5,60.8,58.0,837,0,1,0,0,0,0,0,0,0,0,0,0,1
0.26,3,61.3,58.0,562,0,1,0,0,0,0,0,0,0,0,0,1,0
1.24,5,62.4,57.0,5976,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,5,61.8,58.0,2343,0,1,0,0,0,0,0,1,0,0,0,0,0
1.16,5,61.5,55.0,9248,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,5,61.74514655500572,57.0,625,0,0,0,1,0,0,0,0,0,0,0,0,1
1.15,5,62.3,57.0,4925,0,0,0,0,1,0,0,1,0,0,0,0,0
1.35,4,62.1,58.0,6340,0,0,0,0,1,0,0,1,0,0,0,0,0
0.71,5,61.5,57.0,3909,0,0,1,0,0,0,0,0,0,0,0,0,1
0.38,5,61.4,57.0,653,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,5,61.5,56.0,642,1,0,0,0,0,0,0,0,0,0,1,0,0
1.29,5,62.1,59.0,5771,0,0,0,0,0,1,0,0,0,0,1,0,0
0.33,5,62.4,57.0,579,0,0,0,0,1,0,0,0,0,0,0,0,1
0.35,5,62.1,56.0,956,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,5,62.0,54.0,708,0,0,0,1,0,0,0,0,0,0,0,1,0
0.72,5,59.5,57.0,2863,0,1,0,0,0,0,0,0,0,0,1,0,0
1.33,3,62.6,56.0,6513,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,2,63.7,61.0,3246,0,0,0,0,1,0,0,0,0,0,1,0,0
0.61,5,61.7,55.0,2285,1,0,0,0,0,0,0,0,0,1,0,0,0
0.51,5,63.0,56.0,1170,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,3,63.7,59.0,9728,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,5,61.7,56.0,5478,0,0,0,0,1,0,0,0,0,0,0,1,0
0.31,2,63.3,57.0,583,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,3,64.0,58.0,14074,0,0,1,0,0,0,0,0,1,0,0,0,0
1.28,3,63.0,56.0,6566,0,1,0,0,0,0,0,1,0,0,0,0,0
1.2,3,61.0,58.0,6809,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,2,60.7,62.0,8079,0,1,0,0,0,0,0,0,0,0,0,0,1
1.31,4,62.0,59.0,6822,0,0,0,0,0,1,0,0,0,0,1,0,0
0.4,2,63.3,57.0,842,0,0,0,0,1,0,0,0,0,0,0,1,0
1.03,3,63.1,57.0,3668,0,1,0,0,0,0,0,0,1,0,0,0,0
0.32,5,62.0,56.0,708,0,0,1,0,0,0,0,0,0,0,0,0,1
0.73,4,62.3,60.0,2683,0,1,0,0,0,0,0,0,0,0,1,0,0
0.38,4,59.2,58.0,1257,0,1,0,0,0,0,0,0,0,0,0,1,0
1.26,5,61.0,57.0,6477,1,0,0,0,0,0,0,0,1,0,0,0,0
1.04,4,58.2,60.0,6890,0,0,1,0,0,0,0,0,0,0,0,1,0
0.34,5,62.0,55.0,1033,0,0,0,0,0,0,0,0,0,0,1,0,0
1.2,5,61.8,56.0,5510,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,2,58.2,60.0,6958,1,0,0,0,0,0,0,0,0,0,1,0,0
0.53,5,61.8,55.0,1721,0,0,1,0,0,0,0,0,0,1,0,0,0
1.53,5,61.74514655500572,57.0,8981,0,0,0,0,1,0,0,1,0,0,0,0,0
0.91,3,62.0,56.0,3181,0,0,0,0,0,1,0,0,1,0,0,0,0
1.01,2,65.2,57.0,5700,0,1,0,0,0,0,0,0,0,0,1,0,0
0.96,4,61.74514655500572,62.0,2454,0,0,0,0,1,0,0,0,1,0,0,0,0
1.13,4,60.6,60.0,5581,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,3,63.3,60.0,5600,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,2,64.2,59.0,2700,0,0,0,0,1,0,0,1,0,0,0,0,0
1.54,2,61.74514655500572,57.0,10769,0,0,0,1,0,0,0,0,0,1,0,0,0
0.35,5,62.5,55.0,945,0,0,0,0,1,0,1,0,0,0,0,0,0
0.9,4,62.7,58.0,4304,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,4,59.2,60.0,2840,0,0,0,1,0,0,0,0,0,0,0,1,0
1.6,1,64.7,58.0,8666,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,5,62.8,55.0,1245,0,0,1,0,0,0,0,0,0,0,0,1,0
0.4,5,61.2,57.0,807,0,0,1,0,0,0,0,0,0,0,1,0,0
0.24,5,61.8,54.0,504,0,0,0,1,0,0,1,0,0,0,0,0,0
0.54,5,61.9,56.0,1359,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6,2,60.1,61.0,1757,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9,4,61.9,59.0,2316,0,1,0,0,0,0,0,0,0,0,0,0,0
0.38,4,62.5,58.0,633,0,0,0,0,1,0,0,0,0,0,1,0,0
0.75,5,61.6,55.0,2902,0,0,1,0,0,0,0,1,0,0,0,0,0
0.32,5,61.6,55.0,854,0,1,0,0,0,0,0,0,0,0,0,1,0
0.66,5,60.9,55.0,1780,0,0,0,1,0,0,0,1,0,0,0,0,0
1.07,5,61.1,59.0,6324,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,5,61.4,57.0,2522,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,5,62.6,57.0,917,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5,5,61.1,57.0,2165,1,0,0,0,0,0,0,0,0,0,0,0,1
0.64,5,61.2,55.0,1257,0,0,0,0,1,0,0,0,1,0,0,0,0
0.9,3,63.2,59.0,4715,0,1,0,0,0,0,0,0,0,0,1,0,0
1.3,2,63.6,59.0,5175,0,0,0,0,0,1,0,0,0,0,1,0,0
1.67,4,59.4,61.0,11248,0,0,0,1,0,0,0,1,0,0,0,0,0
0.79,2,57.6,59.0,2048,0,0,0,0,0,1,0,0,0,0,1,0,0
1.52,2,63.3,56.0,7370,0,0,0,0,0,1,0,0,0,0,1,0,0
0.41,3,63.6,57.0,680,0,1,0,0,0,0,0,1,0,0,0,0,0
1.18,4,61.3,60.0,4274,0,0,0,0,0,1,0,0,1,0,0,0,0
2.01,5,62.2,57.0,17688,1,0,0,0,0,0,0,0,1,0,0,0,0
1.22,4,60.6,61.0,6354,0,0,0,0,1,0,0,0,0,1,0,0,0
1.19,5,62.0,57.0,6857,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,4,61.74514655500572,59.0,4611,0,0,0,0,0,1,0,0,0,0,1,0,0
0.24,3,59.0,58.0,552,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3,5,60.9,56.0,892,0,1,0,0,0,0,1,0,0,0,0,0,0
0.56,5,62.7,57.0,1580,1,0,0,0,0,0,0,1,0,0,0,0,0
0.55,4,59.7,58.0,1698,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,3,63.2,56.0,802,0,0,1,0,0,0,0,0,0,1,0,0,0
1.13,5,61.5,55.0,13968,0,0,0,0,0,0,0,0,0,0,0,1,0
0.42,5,61.1,57.0,1179,0,0,0,0,0,0,0,0,0,1,0,0,0
1.51,5,62.7,57.0,8400,0,0,0,0,1,0,0,1,0,0,0,0,0
0.52,4,61.0,58.0,1707,0,0,1,0,0,0,0,0,0,0,0,0,1
1.09,4,61.3,60.0,7588,0,1,0,0,0,0,0,0,0,1,0,0,0
0.72,4,62.0,56.0,2074,0,0,0,0,1,0,0,0,0,0,0,0,1
0.3,5,62.2,57.0,718,0,0,0,0,0,0,0,0,0,1,0,0,0
0.31,4,62.0,58.0,571,0,0,0,0,0,0,0,1,0,0,0,0,0
1.05,5,61.9,56.0,4504,0,0,0,1,0,0,0,0,1,0,0,0,0
0.73,5,61.5,56.0,3310,1,0,0,0,0,0,0,0,0,0,1,0,0
1.22,5,62.8,55.0,6456,0,1,0,0,0,0,0,1,0,0,0,0,0
2.0,2,64.1,57.0,17094,0,0,0,0,0,0,0,0,1,0,0,0,0
0.93,3,63.0,53.0,3651,0,0,0,0,0,1,0,0,0,1,0,0,0
